logo,program title,area of study,credit for prior learning,program desc,accreditation,career outlook,admission requirements,dates and deadlines,tuition and fees,program level,total hours,projected cost,university
https://images.unsplash.com/photo-1496469888073-80de7e952517?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Master of Teaching,Commerce,FALSE,Vel dolorem consequatur. Est voluptatem doloribus. Doloribus exercitationem rerum.,LTC,Et reprehenderit consequuntur. Modi molestiae et. Omnis et corporis.,Et blanditiis ut. Repellendus neque quis. Inventore quidem eos.,Application Deadline: 2019-04-03 | 22 Days Until Classes Begin!,Projected Per Credit Hour Cost: $329,Doctorate degree,25,"$8,756 ",Georgia State University
https://images.unsplash.com/photo-1534988333262-c455b9332e52?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Master of Nursing,Education,TRUE,Et non ab. Unde non quo. Quia hic animi.,XRP,Sunt consequatur cumque. Quod consequatur minus. Aspernatur velit quidem.,Cumque et ut. Totam qui atque. Recusandae inventore aliquid.,Application Deadline: 2019-04-02 | 10 Days Until Classes Begin!,Projected Per Credit Hour Cost: $143,No schooling completed,78,"$18,741 ",Clayton State University
https://images.unsplash.com/photo-1552439173-def98a8cb0c4?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Master of Forensic Science,Arts,FALSE,Earum ab eligendi. Ut provident vel. Qui dignissimos odit.,XRP,Quidem temporibus ut. Est optio necessitatibus. Est molestiae hic.,Corporis recusandae sapiente. Odio corrupti consequatur. Doloribus amet deserunt.,Application Deadline: 2019-04-04 | 26 Days Until Classes Begin!,Projected Per Credit Hour Cost: $279,Bachelor's degree,120,"$13,863 ",Georgia State University
https://images.unsplash.com/photo-1552439173-def98a8cb0c4?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Master of Criminology,Architectural Technology,FALSE,In sint reiciendis. Placeat ea sed. Voluptatem magnam laboriosam.,ETH,Quia odit doloremque. Et cumque dignissimos. Non molestias minima.,Qui maxime alias. Ut rerum id. Ad itaque doloremque.,Application Deadline: 2019-04-04 | 21 Days Until Classes Begin!,Projected Per Credit Hour Cost: $37,Professional degree,124,$81 ,Georgia Gwinnett College
https://images.unsplash.com/photo-1525017467541-995c08c663cc?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Associate Degree in Applied Science (Psychology),Information Systems,TRUE,Non neque dignissimos. Eius alias quod. Eius ut voluptas.,ETH,Perspiciatis dolore cumque. Et id amet. Magni id expedita.,Quam occaecati vero. Eos non quis. Commodi dicta veniam.,Application Deadline: 2019-03-30 | 31 Days Until Classes Begin!,Projected Per Credit Hour Cost: $265,Professional degree,112,"$3,198 ",Middle Georgia State University
https://images.unsplash.com/photo-1525017467541-995c08c663cc?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Master of Biomedical Science,Architectural Technology,TRUE,Praesentium fuga cumque. Repellendus non iste. Doloremque nobis illum.,ETH,Magnam veritatis aut. Voluptate eius ad. Deleniti quas consectetur.,Dolores est dicta. Totam est nemo. Saepe ea assumenda.,Application Deadline: 2019-03-29 | 16 Days Until Classes Begin!,Projected Per Credit Hour Cost: $40,Nursery school,53,"$18,368 ",Abraham Baldwin Agricultural College
https://images.unsplash.com/photo-1496469888073-80de7e952517?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Master of Applied Science (Psychology),Applied Science (Psychology),FALSE,Error ab repellendus. Illum doloremque sequi. Ut tenetur ipsa.,ETH,Sapiente harum ex. Dolorem est voluptate. Vero quisquam eius.,Nobis rem aut. Voluptas quisquam id. Molestiae et commodi.,Application Deadline: 2019-03-28 | 3 Days Until Classes Begin!,Projected Per Credit Hour Cost: $305,GED or alternative credential,27,"$6,501 ",Georgia College and State University
https://images.unsplash.com/photo-1552439173-def98a8cb0c4?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Associate Degree in Forensic Science,Medicine,FALSE,Tenetur quisquam repellendus. Aperiam atque cupiditate. Architecto deserunt laborum.,DASH,Ipsam cumque sunt. Error culpa ea. Et voluptatum et.,Est tenetur optio. Ea et dolor. In sed qui.,Application Deadline: 2019-03-31 | 6 Days Until Classes Begin!,Projected Per Credit Hour Cost: $265,Associate's degree,124,"$14,390 ",University of North Georgia
https://images.unsplash.com/photo-1532264523420-881a47db012d?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Associate Degree in Health Science,Health Science,TRUE,Quidem sed nemo. Qui corrupti aliquam. Ad consequuntur et.,XRP,Eum nobis maxime. Reiciendis rerum voluptatem. Et quaerat quae.,In vel ullam. Labore magni vitae. Aperiam laudantium modi.,Application Deadline: 2019-04-02 | 39 Days Until Classes Begin!,Projected Per Credit Hour Cost: $283,Some college,135,"$6,622 ",Abraham Baldwin Agricultural College
https://images.unsplash.com/photo-1525017467541-995c08c663cc?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Master of Nursing,Nursing,FALSE,Blanditiis cumque quis. Placeat quo et. Voluptatem optio sapiente.,ETH,Labore corporis delectus. Soluta aut consectetur. Aut temporibus libero.,Animi ipsum aliquam. Voluptatibus et qui. Laudantium vitae nihil.,Application Deadline: 2019-04-08 | 10 Days Until Classes Begin!,Projected Per Credit Hour Cost: $24,12th grade - No Diploma,4,"$11,925 ",College of Coastal Georgia
https://images.unsplash.com/photo-1531630142108-cb432ed39657?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Associate Degree in Engineering,Commerce,FALSE,Modi architecto eos. Delectus inventore corrupti. Magni illum suscipit.,ETH,Nostrum eum aspernatur. Aut saepe at. Nulla velit alias.,Optio sit mollitia. Labore vel ullam. Qui delectus autem.,Application Deadline: 2019-04-05 | 13 Days Until Classes Begin!,Projected Per Credit Hour Cost: $201,Doctorate degree,80,$27 ,Savannah State University
https://images.unsplash.com/photo-1552439173-def98a8cb0c4?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Bachelor of Criminology,Creative Arts,FALSE,In aut placeat. Sit voluptas id. Et inventore nihil.,BTC,Ullam incidunt aut. Cumque libero eligendi. Quasi nostrum voluptatem.,Sint non facilis. In dolores unde. Velit fuga ad.,Application Deadline: 2019-04-02 | 27 Days Until Classes Begin!,Projected Per Credit Hour Cost: $384,Associate's degree,94,"$9,553 ",University of Georgia
https://images.unsplash.com/photo-1551845272-bb4267c0c32b?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Master of Communications,Architectural Technology,TRUE,Sed molestiae laudantium. Provident in odio. Sed illum voluptas.,ETH,Beatae aut reiciendis. Sed labore blanditiis. Ut dolores laudantium.,Rerum tempora veritatis. Voluptatem alias rerum. Et et est.,Application Deadline: 2019-04-02 | 37 Days Until Classes Begin!,Projected Per Credit Hour Cost: $6,Doctorate degree,136,"$16,021 ",Valdosta State University
https://images.unsplash.com/photo-1551845272-bb4267c0c32b?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Bachelor of Design,Commerce,TRUE,Dolores id qui. Quae deleniti corporis. Corrupti reprehenderit cumque.,LTC,Assumenda magni omnis. Non itaque magni. Reiciendis laudantium nisi.,Ratione atque aperiam. Reprehenderit laboriosam facilis. Eligendi facere dolor.,Application Deadline: 2019-04-12 | 16 Days Until Classes Begin!,Projected Per Credit Hour Cost: $309,Regular high school diploma,132,"$10,766 ",University of Georgia
https://images.unsplash.com/photo-1495995424756-6a5a3f9e7543?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Associate Degree in Commerce,Biological Science,TRUE,Reiciendis consequuntur sed. Quaerat odio qui. Ut sit iure.,ETH,Beatae et explicabo. Dignissimos corporis voluptas. Facere animi ipsa.,Totam nobis molestiae. Omnis vel doloremque. Libero a quos.,Application Deadline: 2019-04-03 | 28 Days Until Classes Begin!,Projected Per Credit Hour Cost: $240,Some college,30,"$8,437 ",College of Coastal Georgia
https://images.unsplash.com/photo-1532043772213-09a6cec77cfa?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Bachelor of Business,Creative Arts,FALSE,Maxime suscipit voluptatem. Doloribus est molestiae. Nulla natus est.,XRP,Mollitia corrupti omnis. Et consequatur provident. Magnam delectus at.,Dolore quo ut. Architecto error est. Aut quisquam non.,Application Deadline: 2019-03-30 | 21 Days Until Classes Begin!,Projected Per Credit Hour Cost: $200,12th grade - No Diploma,78,"$15,926 ",Clayton State University
https://images.unsplash.com/photo-1534988333262-c455b9332e52?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Master of Design,Health Science,FALSE,Nemo molestiae quod. Dolores laborum tempore. Omnis vitae excepturi.,DASH,Expedita fuga autem. Sed sit neque. Explicabo dolores non.,Mollitia qui esse. Magni reiciendis porro. Ut quasi voluptas.,Application Deadline: 2019-03-29 | 13 Days Until Classes Begin!,Projected Per Credit Hour Cost: $143,GED or alternative credential,99,"$11,600 ",University of North Georgia
https://images.unsplash.com/photo-1532043772213-09a6cec77cfa?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Bachelor of Psychology,Criminology,FALSE,Ducimus a et. Fuga earum voluptatibus. Qui quis omnis.,ETH,Enim nulla ipsum. Velit est non. Eos quia fugiat.,Consequuntur et sit. Perferendis nisi voluptate. Nam consequatur debitis.,Application Deadline: 2019-03-30 | 10 Days Until Classes Begin!,Projected Per Credit Hour Cost: $164,GED or alternative credential,137,"$6,397 ",Georgia State University
https://images.unsplash.com/photo-1534988333262-c455b9332e52?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Associate Degree in Forensic Science,Architectural Technology,FALSE,Magni quam inventore. Odit molestias non. Culpa labore et.,BTC,Facere quis tenetur. Ex ut sapiente. Officiis nostrum possimus.,Et qui quasi. Laboriosam consequatur explicabo. Corporis a et.,Application Deadline: 2019-03-31 | 0 Days Until Classes Begin!,Projected Per Credit Hour Cost: $71,Professional degree,116,"$11,806 ",Georgia College and State University
https://images.unsplash.com/photo-1496469888073-80de7e952517?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Bachelor of Communications,Biological Science,TRUE,Voluptatem adipisci nostrum. Esse quasi nam. Consequatur ut vitae.,ETH,Molestiae ex deleniti. Omnis iure rerum. Neque et voluptatibus.,Quia corrupti veniam. Nam aspernatur cupiditate. Autem doloremque iusto.,Application Deadline: 2019-03-31 | 39 Days Until Classes Begin!,Projected Per Credit Hour Cost: $150,No schooling completed,36,"$18,547 ",College of Coastal Georgia
https://images.unsplash.com/photo-1534988333262-c455b9332e52?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Master of Engineering,Forensic Science,TRUE,Atque est asperiores. Libero ut beatae. Enim doloremque dicta.,LTC,Maiores possimus enim. Recusandae sapiente optio. Quis eos magni.,Vero ea magnam. Maxime maiores sint. Et consequatur sit.,Application Deadline: 2019-04-03 | 26 Days Until Classes Begin!,Projected Per Credit Hour Cost: $350,12th grade - No Diploma,56,"$5,664 ",Georgia Southwestern State University
https://images.unsplash.com/photo-1531630142108-cb432ed39657?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Master of Health Science,Business,TRUE,Praesentium dolor corporis. Enim blanditiis aliquid. Vitae voluptas quos.,DASH,Voluptas ex ab. Magni vel iste. Est itaque aut.,Sapiente perferendis aut. Et qui culpa. Et molestiae corporis.,Application Deadline: 2019-03-29 | 12 Days Until Classes Begin!,Projected Per Credit Hour Cost: $141,GED or alternative credential,126,"$19,750 ",East Georgia State College
https://images.unsplash.com/photo-1532043772213-09a6cec77cfa?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Master of Psychology,Design,FALSE,Omnis voluptatem facere. Sit repellat expedita. Repellat et aut.,DASH,Architecto officia in. Quia quaerat voluptatibus. Repellat commodi veritatis.,Beatae odio ratione. Suscipit accusamus architecto. Excepturi ea maxime.,Application Deadline: 2019-04-07 | 16 Days Until Classes Begin!,Projected Per Credit Hour Cost: $252,Associate's degree,137,"$10,657 ",Georgia Southern University
https://images.unsplash.com/photo-1532264523420-881a47db012d?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Bachelor of Biomedical Science,Law,FALSE,Quis accusantium amet. Ea sint omnis. Sint ab sit.,XRP,Et enim autem. Eveniet exercitationem ea. Placeat ullam veniam.,Provident reiciendis qui. Occaecati dolorem possimus. Illo dolorum voluptatem.,Application Deadline: 2019-03-31 | 38 Days Until Classes Begin!,Projected Per Credit Hour Cost: $37,12th grade - No Diploma,111,"$13,982 ",Godron State College
https://images.unsplash.com/photo-1532043772213-09a6cec77cfa?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Associate Degree in Business,Communications,FALSE,Consectetur minima eligendi. Perferendis deleniti inventore. Qui officiis consequuntur.,ETH,Atque qui quia. Placeat cumque optio. Provident inventore sint.,Voluptate excepturi consequuntur. Totam facere sed. Doloremque consequatur labore.,Application Deadline: 2019-04-01 | 10 Days Until Classes Begin!,Projected Per Credit Hour Cost: $393,Nursery school,61,"$1,792 ",Fort Valley State Unversity
https://images.unsplash.com/photo-1496469888073-80de7e952517?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Master of Information Systems,Biological Science,TRUE,Voluptas voluptatibus nulla. Ratione assumenda tempora. Non quos delectus.,ETH,Id quo magnam. Voluptas sunt praesentium. Quod hic magni.,Dignissimos omnis optio. Consequuntur laborum asperiores. Nisi consequuntur necessitatibus.,Application Deadline: 2019-03-29 | 23 Days Until Classes Begin!,Projected Per Credit Hour Cost: $13,12th grade - No Diploma,45,"$17,086 ",Georgia State University
https://images.unsplash.com/photo-1522316166834-b429f6b7004d?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Master of Medicine,Arts,TRUE,Maiores sit nulla. Ut eum voluptatum. Corporis numquam asperiores.,ETH,Adipisci minima temporibus. Corrupti beatae necessitatibus. Quo quis culpa.,Id numquam ea. Exercitationem iusto nostrum. Quia ipsum minima.,Application Deadline: 2019-03-29 | 9 Days Until Classes Begin!,Projected Per Credit Hour Cost: $181,Nursery school,64,"$7,432 ",Abraham Baldwin Agricultural College
https://images.unsplash.com/photo-1495995424756-6a5a3f9e7543?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Master of Teaching,Information Systems,FALSE,Sunt possimus molestiae. Sint aliquam fugit. Qui rerum facere.,DASH,Non et ipsa. Ut praesentium dolores. Alias in ipsa.,Soluta voluptatibus assumenda. Aut maiores et. Velit non repellendus.,Application Deadline: 2019-03-30 | 26 Days Until Classes Begin!,Projected Per Credit Hour Cost: $60,Kindergarten,78,"$8,252 ",Augusta University
https://images.unsplash.com/photo-1532043772213-09a6cec77cfa?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Master of Forensic Science,Health Science,FALSE,In aliquid a. Debitis alias facere. Nisi corporis expedita.,XRP,Distinctio eaque sint. Ea et reiciendis. Iusto reprehenderit veniam.,Quas ipsa doloribus. Nesciunt est reiciendis. Quas ducimus qui.,Application Deadline: 2019-04-02 | 13 Days Until Classes Begin!,Projected Per Credit Hour Cost: $108,No schooling completed,123,"$10,833 ",Georgia Southwestern State University
https://images.unsplash.com/photo-1495995424756-6a5a3f9e7543?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Master of Education,Health Science,TRUE,Iste vel facere. Suscipit explicabo quo. Sed quae voluptatem.,DASH,Fugit cumque nobis. Accusamus nisi voluptatem. Est nemo aut.,Impedit voluptas quia. Iusto similique autem. Et est nobis.,Application Deadline: 2019-04-07 | 10 Days Until Classes Begin!,Projected Per Credit Hour Cost: $164,Regular high school diploma,74,"$3,054 ",Georgia Highlands College
https://images.unsplash.com/photo-1534988333262-c455b9332e52?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Bachelor of Design,Commerce,FALSE,Doloribus in nulla. Est ea magnam. Est consequuntur eligendi.,LTC,Consequatur eius praesentium. Sint autem et. Molestiae optio laudantium.,Repudiandae ipsa consectetur. Et voluptatem modi. Enim natus sed.,Application Deadline: 2019-03-30 | 18 Days Until Classes Begin!,Projected Per Credit Hour Cost: $20,Master's degree,81,"$7,728 ",College of Coastal Georgia
https://images.unsplash.com/photo-1552439173-def98a8cb0c4?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Associate Degree in Criminology,Information Systems,FALSE,Est officiis nostrum. Accusamus quibusdam repudiandae. Velit autem quisquam.,DASH,Natus aperiam cupiditate. Amet ut vel. Dolor et a.,Mollitia quia accusantium. Quasi quaerat iure. Iusto quaerat totam.,Application Deadline: 2019-03-30 | 23 Days Until Classes Begin!,Projected Per Credit Hour Cost: $209,Bachelor's degree,116,"$7,803 ",Georgia Gwinnett College
https://images.unsplash.com/photo-1522316166834-b429f6b7004d?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Associate Degree in Health Science,Architectural Technology,TRUE,Quidem earum sit. Voluptates animi occaecati. Sint fugiat consequatur.,XRP,Ratione officia voluptatem. Aliquam quaerat maxime. Aut molestiae nesciunt.,Inventore autem eligendi. Laboriosam illo sed. Est repudiandae aperiam.,Application Deadline: 2019-04-08 | 18 Days Until Classes Begin!,Projected Per Credit Hour Cost: $57,Regular high school diploma,100,"$6,445 ",Godron State College
https://images.unsplash.com/photo-1532043772213-09a6cec77cfa?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Associate Degree in Psychology,Engineering,FALSE,Tempora quia consequatur. Dolor temporibus placeat. Rerum sit quibusdam.,ETH,Dolorum aliquam eius. Quaerat minus fuga. Nihil in illo.,Ut provident tenetur. Dignissimos nihil sint. Facilis exercitationem itaque.,Application Deadline: 2019-03-30 | 11 Days Until Classes Begin!,Projected Per Credit Hour Cost: $166,12th grade - No Diploma,55,"$3,522 ",Georgia Southern University
https://images.unsplash.com/photo-1531630142108-cb432ed39657?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Bachelor of Arts,Applied Science (Psychology),FALSE,Inventore magnam doloremque. Est et quidem. Delectus repellendus commodi.,ETH,Qui molestiae maxime. Rerum eius officiis. Vel debitis nihil.,Dolor non velit. Sit ut voluptas. Libero hic est.,Application Deadline: 2019-03-29 | 3 Days Until Classes Begin!,Projected Per Credit Hour Cost: $205,Some college,85,"$4,135 ",Albany State University
https://images.unsplash.com/photo-1551845272-bb4267c0c32b?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Bachelor of Criminology,Applied Science (Psychology),TRUE,Eligendi qui qui. Aut quis consequatur. Modi voluptatem et.,DASH,Qui eos nisi. Id architecto vitae. Et id nesciunt.,Quasi occaecati molestiae. Soluta autem perspiciatis. Est voluptatem itaque.,Application Deadline: 2019-04-01 | 26 Days Until Classes Begin!,Projected Per Credit Hour Cost: $214,No schooling completed,17,"$6,150 ",Georgia College and State University
https://images.unsplash.com/photo-1551845272-bb4267c0c32b?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Associate Degree in Architectural Technology,Health Science,TRUE,Repellat voluptas velit. Nisi delectus consequatur. Vitae non vero.,XRP,In voluptatem officia. Dolorum officia sunt. Quia sint et.,Aliquam ea quo. Ut et consectetur. Exercitationem nostrum nisi.,Application Deadline: 2019-03-31 | 14 Days Until Classes Begin!,Projected Per Credit Hour Cost: $19,Nursery school,114,"$16,909 ",Abraham Baldwin Agricultural College
https://images.unsplash.com/photo-1525017467541-995c08c663cc?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Associate Degree in Psychology,Computer Science,FALSE,Sunt eligendi fugit. Libero qui et. Soluta ullam aut.,BTC,Deleniti consequatur placeat. Est similique nostrum. Quasi alias ut.,Consequuntur quasi autem. Non voluptatem maiores. Voluptatem consectetur temporibus.,Application Deadline: 2019-04-04 | 31 Days Until Classes Begin!,Projected Per Credit Hour Cost: $289,Grade 1 though 11,37,"$5,520 ",University of North Georgia
https://images.unsplash.com/photo-1496469888073-80de7e952517?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Master of Nursing,Education,TRUE,Harum et similique. Saepe pariatur amet. Quo autem dolor.,BTC,Dolor qui non. Excepturi vero quos. Qui deserunt est.,Omnis illo aliquam. Animi aut odio. Corporis blanditiis magni.,Application Deadline: 2019-03-29 | 39 Days Until Classes Begin!,Projected Per Credit Hour Cost: $138,Doctorate degree,34,"$12,728 ",Georgia Institutute of Technology
https://images.unsplash.com/photo-1531630142108-cb432ed39657?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Master of Applied Science (Psychology),Forensic Science,TRUE,Sint occaecati voluptatem. Alias laboriosam et. Nulla nesciunt consectetur.,ETH,Ipsam nostrum maxime. Suscipit non repudiandae. Dignissimos illo et.,At quam et. Dolorem voluptatem accusantium. Fugit et tempora.,Application Deadline: 2019-04-08 | 28 Days Until Classes Begin!,Projected Per Credit Hour Cost: $280,GED or alternative credential,23,"$1,776 ",Abraham Baldwin Agricultural College
https://images.unsplash.com/photo-1532043772213-09a6cec77cfa?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Master of Biomedical Science,Communications,FALSE,Quasi enim vero. Ut atque quas. Impedit sunt rerum.,ETH,Eum maxime esse. Debitis tenetur voluptas. Atque sed est.,Debitis ipsa praesentium. Labore ducimus dolores. Id aliquid maxime.,Application Deadline: 2019-03-31 | 23 Days Until Classes Begin!,Projected Per Credit Hour Cost: $89,Nursery school,135,"$12,221 ",Albany State University
https://images.unsplash.com/photo-1552439173-def98a8cb0c4?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Master of Education,Health Science,TRUE,Dolorem tempore quae. Dolorem assumenda et. Quia ad adipisci.,XRP,Quisquam sint vitae. Optio est qui. Aut eos qui.,Blanditiis quasi laborum. Blanditiis quas dolorem. Perspiciatis omnis ut.,Application Deadline: 2019-03-31 | 18 Days Until Classes Begin!,Projected Per Credit Hour Cost: $135,Some college,107,"$3,053 ",Kennesaw State University
https://images.unsplash.com/photo-1532043772213-09a6cec77cfa?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Master of Psychology,Biomedical Science,FALSE,Aut mollitia totam. Nesciunt ea repellat. Earum nobis molestiae.,DASH,Minima earum qui. Ea adipisci recusandae. Culpa eos quia.,Consectetur eum error. Tenetur eaque voluptatem. Magnam hic ducimus.,Application Deadline: 2019-03-30 | 15 Days Until Classes Begin!,Projected Per Credit Hour Cost: $387,No schooling completed,129,"$6,670 ",Valdosta State University
https://images.unsplash.com/photo-1525017467541-995c08c663cc?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Bachelor of Computer Science,Forensic Science,TRUE,Soluta eius eligendi. Deleniti qui sint. Corrupti saepe et.,DASH,Esse cumque sed. Excepturi eos officia. Itaque et earum.,Dolorum saepe dignissimos. Tenetur expedita reprehenderit. Sunt sequi id.,Application Deadline: 2019-04-07 | 37 Days Until Classes Begin!,Projected Per Credit Hour Cost: $107,Some college,123,"$14,676 ",Middle Georgia State University
https://images.unsplash.com/photo-1495995424756-6a5a3f9e7543?ixlib=rb-1.2.1&q=80&fm=jpg&crop=entropy&cs=tinysrgb&w=1080&fit=max&ixid=eyJhcHBfaWQiOjYzNzUwfQ,Bachelor of Business,Information Systems,FALSE,Eaque ea corporis. Ratione dolore autem. Corporis occaecati rem.,BTC,Rerum adipisci cumque. Fugiat doloremque sunt. Quis molestiae labore.,Hic non sint. Nam voluptatum corrupti. Vel veniam modi.,Application Deadline: 2019-04-14 | 16 Days Until Classes Begin!,Projected Per Credit Hour Cost: $353,Bachelor's degree,75,"$8,342 ",Columbus State University
